createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_ratio,swap_ratio,burn_ratio,swap_rate,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,initial_supply,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
13572625,2021-11-08,0xa2d956601dbac64ba16b1adfb65e15eaec1b6ac6,1.39e-07,7.38e-15,1.48e-14,0x26f6206a38852df99caf9bdbb03bae32ad1b6484,Kaido,KAIDO,1.39e-07,9,29,0xbf109fb89b54cf5c15e2e45adda8d989616f3210,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.5,90909090.91,1636860932,2021-11-14 3:35,1,27,1,0,340,529596,16,11,529596,burn,1636860932,2021-11-14 3:35,2.7266851260000005,7.38e-15,-1.0,147.11h,True,1636860932,0.035714286,0.964285714,0.0,1.333333333,0.369274473,0xbf109fb89b54cf5c15e2e45adda8d989616f3210,100.0,0.0,100000000.0,0xbf109fb89b54cf5c15e2e45adda8d989616f3210,,0,0.36927447,10000000
12978606,2021-08-07,0xe410bd2009676e190a5ff71d5854044854c95618,6.9e-17,1.49e-05,1.38e-16,0xef0bf1f86112ae9c90cbf67b8276b0499fef0134,Baby Abraham Lincoln | t.me/BabyALincoln,BabyALincoln,1.49e-05,9,64,0xbf09d6891f019e7b2428e7c5345fa23d955ae8b7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.5,750000000000.0,1628434941,2021-08-08 15:02,1,62,1,0,1920,86846,28,34,86846,burn,1628434941,2021-08-08 15:02,2.294324483,6.9e-17,-1.0,24.12388888888889h,True,1628434941,0.015873016,0.984126984,0.0,0.8,33.54101966,0xbf09d6891f019e7b2428e7c5345fa23d955ae8b7,100.0,0.0,1000000000000.0,0xbf09d6891f019e7b2428e7c5345fa23d955ae8b7,500000.0,0.0,33.54101966,0.0
13567871,2021-11-07,0xc74c3d54b6733324afce23f4a7b2956b066ffecb,6.15e-05,2.4e-17,2.4e-17,0xbaf3554f94a5ce912e82b3a442a495ef3a1788b8,Satoru Inu,SATO,6.15e-05,9,63,0xbf08eb6e1324f42ccc62ad9ba38828e4a2663a85,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,0.4,100000000000000.0,1636271200,2021-11-07 7:46,1,61,1,0,576,779,61,0,3544,burn,1636268435,2021-11-07 7:00,0.5569569999999999,3e-18,-1.0,0.21638888888888888h,True,1636268435,0.016666667,0.983333333,0.0,59.0,200.0,0xbf08eb6e1324f42ccc62ad9ba38828e4a2663a85,100.0,0.0,100000000000000.0,0xbf08eb6e1324f42ccc62ad9ba38828e4a2663a85,,0,200.0,0
13481212,2021-10-24,0x722f4fb8c83d6d2c6f845824693f6912766f26d8,1.0,6.08e-10,1.22e-09,0x9b6613571f48d9ce63686d4ae0b36d07ffae173a,Thor,Thor,1.0,0,114,0xbf0584016e16f19f9d65a05c383244fcfcc526fe,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.5,383333333.0,1635766195,2021-11-01 11:29,1,112,1,0,1830,673846,100,12,673846,burn,1635766195,2021-11-01 11:29,14.56733714,6.07e-10,-1.0,187.17944444444444h,True,1635766195,0.008849558,0.991150442,0.0,7.692307692000001,2.4e-05,0xbf0584016e16f19f9d65a05c383244fcfcc526fe,100.0,0.0,400000000.0,0xbf0584016e16f19f9d65a05c383244fcfcc526fe,400000000.0,0.0,2.4e-05,32000000.0
11164116,2020-10-31,0xd13230ecd345fd19ddd69a79c702bafb0dbaa698,47.458132,0.037702041,0.037702041,0x79db7fe5e50cd725b55a98d91619b0245e697d9a,UNIPUMPZ,UPZ,1814.659025,18,480,0xbf01d325b7a0ea9a28f13e6465424b40705c7438,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,1.0,20.0,1626346055,2021-07-15 10:47,22,326,17,933569,1275036,2391537,174,152,22205370,burn,1604872489,2020-11-08 21:54,1.136376365,2.55e-16,-1.0,203.2788888888889h,True,1604872489,0.025641026,0.974358974,0.0,1.6,4.472135955,0xbf01d325b7a0ea9a28f13e6465424b40705c7438,100.0,0.0,10000.0,0xbf01d325b7a0ea9a28f13e6465424b40705c7438,,0,4.47213595,9960.743117429999983869493007659912109375
10982722,2020-10-03,0x5248c272c00eee1e8230396d620582851de952f3,1.61e-14,6.3e-17,1.26e-16,0x08d0091096a3c8d914e6a239a007d98fa9773d29,HellFire.finance,hFIRE,1.61e-14,18,17,0xbefe2634ed210710e0acc2b705a1a739417489d8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,10.0,4900.0,1601725114,2020-10-03 11:38,1,15,1,0,263,504,12,3,504,burn,1601725114,2020-10-03 11:38,13.7693163,6.3e-17,-1.0,0.14h,True,1601725114,0.0625,0.9375,0.0,3.0,221.3594362,0xbefe2634ed210710e0acc2b705a1a739417489d8,100.0,0.0,5000.0,0xbefe2634ed210710e0acc2b705a1a739417489d8,,155.058950134204764026435441337525844573974609375,221.35943621,0
12956663,2021-08-04,0x7e5cf43d21892235b7d254d85d19e181bd3ab49f,1.24e-12,1e-18,2e-18,0x307ff2dfb72a9c61aa5129958144568a4a1f54c0,ETHPad,ETHPAD,1.24e-12,18,49,0xbefb0a28a1406de38e45457ca18ba37b345838db,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,150.0,310000000.0,1628572502,2021-08-10 5:15,1,47,1,0,12350,519960,47,0,519960,burn,1628572502,2021-08-10 5:15,173.3339913,1e-18,-1.0,144.43333333333334h,True,1628572502,0.020833333,0.979166667,0.0,47.0,215638.5865,0xbefb0a28a1406de38e45457ca18ba37b345838db,100.0,0.0,1000000000.0,0xbefb0a28a1406de38e45457ca18ba37b345838db,1000000000000.0,0.0,215638.5865,690005000.0
12596256,2021-06-08,0x92c36850733570cafabd38ae1ee8eb4ffed00b73,3.27e-10,1e-18,2e-18,0x3a87b1700872968ec8e016c230927c974c8f925b,$KOMAINU,komainu.finance,3.27e-10,18,29,0xbef92afda8e77a21a592d1e9229618cc8927857e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,5.0,1000000000000.0,1623353224,2021-06-10 19:27,1,27,1,0,2723,166129,27,0,166129,burn,1623353224,2021-06-10 19:27,6.844052409,1e-18,-1.0,46.14694444444444h,True,1623353224,0.035714286,0.964285714,0.0,27.0,2236067.977,0xbef92afda8e77a21a592d1e9229618cc8927857e,100.0,0.0,1000000000000.0,0xbef92afda8e77a21a592d1e9229618cc8927857e,50000000000.0,0.0,2236067.977,0.0
13567645,2021-11-07,0x431a3ddbcba60930629f405153e67128ed0e9f2c,7.000000000000001e-18,1.56e-13,1.4000000000000006e-17,0xe304d508ef7a50448dd68706acd0021c10b6bdca,Boba Token,BOBA,1.56e-13,18,55,0xbef48e2a484f9fe3e9368dd54921a7e6dba947bb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,100.0,10000000.0,1636365225,2021-11-08 9:53,1,53,1,0,5562,101033,53,0,101033,burn,1636365225,2021-11-08 9:53,202.6598119,7.000000000000001e-18,-1.0,28.064722222222223h,True,1636365225,0.018518519,0.981481481,0.0,53.0,31622.7766,0xbef48e2a484f9fe3e9368dd54921a7e6dba947bb,100.0,0.0,140245398.0,0xbef48e2a484f9fe3e9368dd54921a7e6dba947bb,,0,31622.77660168,92744367.04642431437969207763671875
12421670,2021-05-12,0x7dcb1f8d9ec2d360c328e36046854d48a5d66c21,1.12e-08,1e-18,2e-18,0x2399ef105d2a35646194dff4b1a76361298c437f,INUCORE,INUCORE,1.12e-08,18,15,0xbeee838a83ca224bc09b836c86347c820ddc0e16,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,2.0,455000000000000.0,1620960768,2021-05-14 2:52,1,13,1,0,8583,109819,8,5,109819,burn,1620960768,2021-05-14 2:52,2.7105799210000003,1e-18,-1.0,30.505277777777778h,True,1620960768,0.071428571,0.928571429,0.0,1.333333333,30164548.73,0xbeee838a83ca224bc09b836c86347c820ddc0e16,100.0,0.0,1000000000000000.0,0xbeee838a83ca224bc09b836c86347c820ddc0e16,1000000000000000.0,0.0,30164548.73,0.0
12597464,2021-06-09,0x6fc361190509ec9b796d4d8ceffc020fe81b76a7,2.77e-11,1e-18,1e-18,0x6330885e845974ffcf78d5358f513cc99610c0be,GodHelpUsAllDuringThisMarket,OHGODPLS,2.77e-11,18,9,0xbeee838a83ca224bc09b836c86347c820ddc0e16,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,0.1,93000000.0,1623260856,2021-06-10 2:47,1,7,1,0,1652,57575,3,4,57575,burn,1623260856,2021-06-10 2:47,0.110760747,1e-18,-1.0,15.993055555555555h,True,1623260856,0.125,0.875,0.0,0.6,3049.590136,0xbeee838a83ca224bc09b836c86347c820ddc0e16,100.0,0.0,100000000.0,0xbeee838a83ca224bc09b836c86347c820ddc0e16,5000000000.0,0.0,3049.590136,7000000.0
12457734,2021-05-18,0x31b8c122dd746e3e34e1c144bda703e52515bcd6,403000000000000.0,2.3625166280000003,4.725033256000001,0x15aa8af305d654c66008ae4c600d869dde4da41b,BUSHIDO INU,BUSHINU,403000000000000.0,18,422,0xbeee838a83ca224bc09b836c86347c820ddc0e16,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,2.0,450000000000000.0,1626734042,2021-07-19 22:34,1,421,0,0,75591,0,227,194,5401628,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1626734042,0.002375297,0.997624703,0.0,1.158974359,30000000.0,0xbeee838a83ca224bc09b836c86347c820ddc0e16,100.0,0.0,1000000000000000.0,0xbeee838a83ca224bc09b836c86347c820ddc0e16,,500000000000000,0.0,-0.06305038999999999782541948434300138615071773529052734375
12581993,2021-06-06,0x7eaba8b1c60dd4c0c9b55bdae2aa0c9ca6915d2a,1e-18,3.5000000000000003e-10,2e-18,0xee1a8943c3218f4fed01035d61cecc5194df76c9,Shiba Cloud,SC ☁,3.5000000000000003e-10,18,22,0xbee6bdc7adebe171340a07011ab753505da2fcb8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,5.0,950000000000.0,1622996915,2021-06-06 16:28,1,20,1,0,151,320,15,5,320,burn,1622996915,2021-06-06 16:28,6.236974859,1e-18,-1.0,0.08888888888888889h,True,1622996915,0.047619048,0.952380952,0.0,2.5,2179449.472,0xbee6bdc7adebe171340a07011ab753505da2fcb8,100.0,0.0,1000000000000.0,0xbee6bdc7adebe171340a07011ab753505da2fcb8,,0,2179449.47177034,49999999999.99999237060546875
13219430,2021-09-13,0x1233854da99907c8e2944627f5e23f7204dfadd0,738000000000.0,2.8720421000000003,5.7440842010000015,0x3e6eed7c0269cfa369eae58e8d0e5a379fbe344b,Yield Inu,Yield Inu,738000000000.0,9,69,0xbee496302b25d1296775b99ec259680d6bdd1cd2,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,2.97,687000000000.0,1632088342,2021-09-19 21:52,1,68,0,0,31516,0,26,42,525047,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1632088342,0.014925373,0.985074627,0.0,0.634146341,45.18682372,0xbee496302b25d1296775b99ec259680d6bdd1cd2,100.0,0.0,1000000000000.0,0xbee496302b25d1296775b99ec259680d6bdd1cd2,,153187277749.4000244140625,0.0,141358404144.2470703125
13220727,2021-09-14,0x8af3d660d91d144aadab85015d5d681c7abb8ffa,2669918.893,0.011570446000000002,0.023140893,0xa6ae2d23c80bd635cc6a0a30dace725faf878b63,FK Floki,FKFloki,2669918.893,9,116,0xbee46ac9daabbef17692d7dae73e3b76f8204763,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,1.5,213408555.2,1632889410,2021-09-29 4:23,1,114,1,0,982,1308514,47,67,1308514,burn,1632889410,2021-09-29 4:23,1.19025212,0.011570446000000002,-0.990278995,363.4761111111111h,True,1632889410,0.008695652,0.991304348,0.0,0.6911764709999999,0.565785147,0xbee46ac9daabbef17692d7dae73e3b76f8204763,100.0,0.0,1000000000.0,0xbee46ac9daabbef17692d7dae73e3b76f8204763,1000000000.0,0.0,0.56028515,46200000.0
11130080,2020-10-26,0xbf420b236226701f94e5dddd927fcd97ba33493d,1.5e-17,6.89e-14,1.5e-17,0xe4ddb92a2a36d14a655b391662343dd7aeff36cf,Hammer Coin,HC,6.89e-14,18,8,0xbee302de766122bd48530b75281a48ff18ec097e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,0.1,500.0,1603971036,2020-10-29 20:30,3,4,1,55236,53590,281939,3,1,281939,burn,1603971036,2020-10-29 20:30,0.286193709,1.5e-17,-1.0,78.3163888888889h,True,1603971036,0.428571429,0.571428571,0.0,1.5,19.70992064,0xbee302de766122bd48530b75281a48ff18ec097e,100.0,0.0,100000.0,0xbee302de766122bd48530b75281a48ff18ec097e,100000.0,0.0,19.70992064,96142.02707
12768354,2021-07-05,0xb5b00d819ad60a076fc111ae86645b3983d1b426,1.03e-10,1e-18,2e-18,0x633d627e82e9b8f04ee853f1ee178839af344624,FMC,FMC,1.03e-10,18,41,0xbee254d6ab5dba9048e7c4750567298c08459ccc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,10.0,300000000000.0,1625503922,2021-07-05 16:52,1,39,1,0,591,4179,36,3,4179,burn,1625503922,2021-07-05 16:52,16.85598707,1e-18,-1.0,1.1608333333333334h,True,1625503922,0.025,0.975,0.0,9.0,1732050.8080000004,0xbee254d6ab5dba9048e7c4750567298c08459ccc,100.0,0.0,1000000000000.0,0xbee254d6ab5dba9048e7c4750567298c08459ccc,1000000000000000.0,0.0,1732050.8080000004,195478000000.0
11135161,2020-10-26,0xc404d1f348969ca902872eaae8f055f044d9ae9d,3.07e-14,3.3e-17,6.6e-17,0xb1eb731f1e3b923eae7da6695eda8afbd919b157,hugeswap,HUSWP,3.07e-14,18,10,0xbedc5a035616f80f64bef418af66965d5b879102,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,99.0,100000.0,1603793188,2020-10-27 19:06,1,8,1,0,2217,36665,8,0,36665,burn,1603793188,2020-10-27 19:06,102.5183932,3.3e-17,-1.0,10.184722222222222h,True,1603793188,0.111111111,0.8888888890000001,0.0,8.0,3146.426545,0xbedc5a035616f80f64bef418af66965d5b879102,100.0,0.0,100000000.0,0xbedc5a035616f80f64bef418af66965d5b879102,100000000.0,0.0,3146.426545,99900000.0
13470456,2021-10-22,0xe25e06f8de84e152f040beeb97f4d543fc946e4f,5.699999999999999e-17,1.8e-05,1.1399999999999998e-16,0xd04160db3c83d0f4cc903e731d1a4e9cc19218c6,SHARSHIP SN20,STARSHIPSN20,1.8e-05,9,8,0xbed8bc5e605bd293d8cf03512cad41d28792f9e9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.5,918000000000.0,1634946703,2021-10-23 8:51,1,6,1,0,245,419,4,2,419,burn,1634946703,2021-10-23 8:51,2.72484315,5.699999999999999e-17,-1.0,0.11638888888888889h,True,1634946703,0.14285714300000002,0.857142857,0.0,1.333333333,47.91574237,0xbed8bc5e605bd293d8cf03512cad41d28792f9e9,100.0,0.0,1000000000000.0,0xbed8bc5e605bd293d8cf03512cad41d28792f9e9,,0,47.91574237,100000000000
12105211,2021-03-25,0x7dced59b809c9cf3cfca2d2038023fbd39e8a866,6.929999999999999e-13,2e-18,4e-18,0x0a5420ead59d8456db9fa7ac980962771f17931f,MogulProductions.com,STAR,6.929999999999999e-13,18,37,0xbed803a0ef0bb6ffe7b1fc10bb0cf3c64623f5a3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,120.0,200000000.0,1616702753,2021-03-25 20:05,1,35,1,0,6772,65915,27,8,65915,burn,1616702753,2021-03-25 20:05,224.1112722,2e-18,-1.0,18.309722222222224h,True,1616702753,0.027777778,0.972222222,0.0,3.0,154919.3338,0xbed803a0ef0bb6ffe7b1fc10bb0cf3c64623f5a3,100.0,0.0,400000000.0,0xbed803a0ef0bb6ffe7b1fc10bb0cf3c64623f5a3,400000000.0,0.0,154919.3338,160000000.0
12249754,2021-04-16,0x2a12a9b37fc246123dd8934eeb32788f28893155,2.15e-13,5e-18,1e-17,0x10d5623cb34b5404840e7cbc21515fcd6e0bdf5d,Unizen,ZCX,2.15e-13,18,30,0xbed367f02474d01c46b72d5dec86de88c784acff,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,229.0,18700000.0,1618641957,2021-04-17 6:45,2,25,3,19041,5494,50009,25,0,83155,burn,1618641957,2021-04-17 6:45,149.6609256,5e-18,-1.0,23.09861111111111h,True,1618641957,0.068965517,0.8620689659999999,0.068965517,25.0,32098.04114,0xbed367f02474d01c46b72d5dec86de88c784acff,100.0,0.0,100000000.0,0xbed367f02474d01c46b72d5dec86de88c784acff,100000000.0,0.0,32098.04114,89576272.37
11050411,2020-10-13,0x1df53e1d894a3e226263debd6d967c452f987a58,1.7e-15,6e-16,6e-16,0xbb81e70d20c46f31ab4a8b533c2239a3b0b1a894,Blowjob,BLOW,1.7e-15,18,15,0xbed08a10b82a59ffea469dc62e17f1afb98a7538,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.1,0.05,1602646467,2020-10-14 3:34,2,11,2,6576,8385,12939,6,5,13383,burn,1602645580,2020-10-14 3:19,0.216986516,3.0699999999999998e-15,-1.0,3.471111111111111h,True,1602645580,0.125,0.875,0.0,1.666666667,0.070710678,0xbed08a10b82a59ffea469dc62e17f1afb98a7538,100.0,0.0,60.0,0xbed08a10b82a59ffea469dc62e17f1afb98a7538,60.0,0.0,0.07071068,2.95
11621089,2021-01-09,0x2c105614a0e259f44822b7c3fb5e3ceb29c076af,7900000000000.0,1.02e-08,1.02e-08,0xbce67604c08c4839980c32485657f63211c73e14,DIPEX,DPX,7900000000000.0,18,56,0xbed03cf8b7789d30fab8be161e02554f0a1acb0b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,10.0,8000.0,1620455520,2021-05-08 6:32,1,55,0,0,381680,0,47,8,10253180,swap,1610233717,2021-01-09 23:08,23.29609895,8.050000000000001e-09,-1.0,8.715833333333334h,True,1610233717,0.02,0.98,0.0,5.25,282.8427125,0xbed03cf8b7789d30fab8be161e02554f0a1acb0b,100.0,0.0,10000.0,0xbed03cf8b7789d30fab8be161e02554f0a1acb0b,10000.0,0.0,0.0,2000.0
11145776,2020-10-28,0xbabd5d236ecd7340ad472b29ef9ed1603464b3f2,2.47e-14,4.1e-17,8.2e-17,0x0a4d991c44604856045d37fb8b9f59c247763f98,AKP3R,ANTI KP3R,2.47e-14,18,80,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,2.0,93000.0,1603900302,2020-10-28 15:51,1,78,1,0,1043,3700,68,10,3700,burn,1603900302,2020-10-28 15:51,17.66872326,4.1e-17,-1.0,1.0277777777777777h,True,1603900302,0.012658228,0.987341772,0.0,6.181818182000001,431.27717310000014,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,100000.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100000.0,0.0,431.27717310000014,0.0
11139146,2020-10-27,0x6475debb9476eec4829e0e513a6a361b0602e44d,1.36e-14,7.4e-17,1.48e-16,0x79d4f7fd515ab6f984d3114628afd3162c06de86,ANTI NAMI,ANAMI,1.36e-14,18,34,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,10.0,8000.0,1603809969,2020-10-27 14:46,1,32,1,0,230,1353,32,0,1353,burn,1603809969,2020-10-27 14:46,20.87461021,7.4e-17,-1.0,0.37583333333333335h,True,1603809969,0.03030303,0.96969697,0.0,32.0,282.8427125,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,8000.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,,0,282.84271247,0
11101040,2020-10-21,0x58c3e9bae3e74f389e87a47a17d0d66e86703bbc,1.6399999999999998e-15,6.13e-16,1.23e-15,0x6bfabf7783affad24e4a2897d5f3cbbcd26941fe,SEALCORE,SECO,1.6399999999999998e-15,18,28,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,10.0,390.0,1603304264,2020-10-21 18:17,1,26,1,0,150,704,26,0,704,burn,1603304264,2020-10-21 18:17,38.22234038,6.13e-16,-1.0,0.19555555555555557h,True,1603304264,0.037037037,0.962962963,0.0,26.0,62.44997998,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,1000.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,,0,62.44997998,610
11139447,2020-10-27,0xd34acf997a99cacf6e700965a9009717ef02adfd,3.18e-15,3.16e-16,6.32e-16,0x1108834044039d6eb62ae7292f520d222c6bd4b6,pumpkinburn.farm,PBF,3.18e-15,18,17,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,9.0,1190.0,1603814356,2020-10-27 15:59,1,15,1,0,512,1778,15,0,1778,burn,1603814356,2020-10-27 15:59,32.615,3.16e-16,-1.0,0.4938888888888889h,True,1603814356,0.0625,0.9375,0.0,15.0,103.4891299,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,1190.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,,0,103.48912986,672.742947770000000673462636768817901611328125
11132727,2020-10-26,0x8f39ee538aa03822282192ecd148e623a547008b,7.4e-17,1.36e-14,1.48e-16,0xdd8f9e7763a493774f44d04e0f133e9b392b1d23,UltraHYPE Token,UltraHYPE,1.36e-14,18,11,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18.0,5500.0,1603727882,2020-10-27 0:58,1,9,1,0,1052,3461,9,0,3461,burn,1603727882,2020-10-27 0:58,23.18470718,7.4e-17,-1.0,0.9613888888888888h,True,1603727882,0.1,0.9,0.0,9.0,314.6426545,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,10000.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,,0,314.64265445,4922.937660929999765357933938503265380859375
11125747,2020-10-25,0x57dd88bad4dd13ded93bca72f80c51fbb62621e1,1.73e-14,5.799999999999998e-17,1.1599999999999999e-16,0x4c6503dc208796101cce5af4b0e245d503683e07,nvault.finance,$NanoC,1.73e-14,18,8,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,30.0,10000.0,1603632275,2020-10-25 22:24,1,6,1,0,578,1507,6,0,1507,burn,1603632275,2020-10-25 22:24,31.5855173,5.799999999999998e-17,-1.0,0.4186111111111111h,True,1603632275,0.14285714300000002,0.857142857,0.0,6.0,547.7225575,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,10000.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,,0,547.72255751,409.84206327999999075473169796168804168701171875
11124236,2020-10-25,0x2dfad47d663b05eaf658a28fe29ab97b73132a22,5.39e-12,1e-18,2e-18,0x3326a8c3cfc0958899aeb8e6709ba711a47e05f9,kingswap.io,$KING,5.39e-12,18,6,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,30.0,1000000000.0,1603611691,2020-10-25 16:41,1,4,1,0,188,926,4,0,926,burn,1603611691,2020-10-25 16:41,32.16,1e-18,-1.0,0.25722222222222224h,True,1603611691,0.2,0.8,0.0,4.0,173205.0808,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,100.0,0.0,1000000000.0,0xbece75a6ab79e39ca32fc9bc047f56ebc1de836f,,0,173205.08075689,61725648.591077379882335662841796875
12647912,2021-06-16,0x7e1f8ce03c7e6fbacebfeac4c17663db7cc9343d,863000000000000.0,0.000583862,0.000583862,0x1d3fb540431969aea97d90dcc95f1aa44224892b,Wild Inu (t.me/WildInu_Coin),wInu,863000000000000.0,18,59,0xbece62ddb5c840db28a0a1f38d9bc9157528d144,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,10.0,50000000000.0,1624120145,2021-06-19 16:29,1,58,0,0,6016,0,37,21,241207,swap,1623885814,2021-06-16 23:23,16.80254457,0.050585959000000014,-0.996989387,1.91h,True,1623885814,0.018181818,0.981818182,0.0,1.75,707106.7812,0xbece62ddb5c840db28a0a1f38d9bc9157528d144,100.0,0.0,100000000000.0,0xbece62ddb5c840db28a0a1f38d9bc9157528d144,1000000000000.0,0.0,0.0,9900410000000.0
12612423,2021-06-11,0x978d58d6cef62a4dcb5a262e05ab4f385b527e65,8.490000000000002e-10,1e-18,2e-18,0x2c4b9e6dc36cba2b946cde07b02c47596d51cc7c,Shiba Inu Bone,BONE🦴,8.490000000000002e-10,18,90,0xbecbff5696e2a1cc198cbc13a429347a1cb8b15a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,150.0,500000000000000.0,1623481398,2021-06-12 7:03,1,88,1,0,4776,78115,88,0,78115,burn,1623481398,2021-06-12 7:03,323.4916935,1e-18,-1.0,21.698611111111113h,True,1623481398,0.011235955,0.988764045,0.0,88.0,273861278.8,0xbecbff5696e2a1cc198cbc13a429347a1cb8b15a,100.0,0.0,1000000000000000.0,0xbecbff5696e2a1cc198cbc13a429347a1cb8b15a,1000000000000.0,0.0,273861278.8,500000000000000.0
